price,product,supermarket,link,name
1.9,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,COOSOL aceite de girasol botella 5 lt
1.8,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,LA MASIA aceite de girasol botella 5 lt
1.6,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,DIASOL aceite refinado de girasol botella 1 lt
2.45,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,KOIPE Sol aceite girasol botella 1 lt
1.54,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,DIASOL aceite refinado de girasol garrafa 5 lt
2.55,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,KOIPE Fritos aceite de girasol botella 1 lt
2.59,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,BORGES aceite de girasol alto oleico botella 1 lt
1.79,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,DIASOL aceite refinado de girasol especial para freír botella 1 lt
25.29,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,UBAGO melva en aceite de girasol lata 85 gr
11.37,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,ISABEL atún en aceite de girasol lata 650 gr
14.96,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,ISABEL atún en aceite de girasol lata 260 gr
26.73,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,CAPRIMAR anchoas en aceite de girasol frasco 52 gr
18.17,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,CAMPOS atún claro en aceite de girasol lata 104 gr
8.15,aceite de girasol,dia,https://www.dia.es/compra-online/search?text=aceite de girasol&x=0&y=0,DIA MARI MARINERA atún en aceite de girasol lata 650 gr
3.69,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen botella 1 lt
3.53,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen garrafa 3 lt
5.32,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra botella 750 ml
3.8,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra garrafa 5 lt
3.95,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra botella 1 lt
3.86,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra garrafa 3 lt
9.98,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra botella 500 ml
6.9,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra arbequina botella 500 ml
6.9,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra hojiblanca botella 500 ml
4.99,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,COOSUR aceite de oliva virgen botella 1 lt
7.19,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,CARBONELL aceite de oliva extra virgen botella 750 ml
5.95,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,CARBONELL aceite de oliva virgen extra botella 1 lt
13.75,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,CARBONELL aceite de oliva virgen extra spray 200 ml
5.99,aceite de oliva,dia,https://www.dia.es/compra-online/search?text=aceite de oliva&x=0&y=0,JAENCOOP aceite de oliva virgen extra botella 1 lt
